Ä0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753,542,559,553,769,812,807,780,648,638,537,606,850,738,750,704,564,559,471,542,429,436,253,347,563,609,383,464,778,702,687,733,241,314,225,270,538,568,245,387,211,257,80,176,420,334,316,356,
0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,754,544,562,556,769,813,808,780,650,643,549,606,851,739,751,705,565,560,473,542,430,436,254,347,562,609,384,463,777,702,687,734,240,314,225,269,539,568,245,387,210,257,80,177,420,335,316,356,
0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,755,544,561,555,769,814,809,780,649,644,550,607,850,738,749,706,565,560,474,542,430,436,253,347,563,610,384,464,777,702,688,733,239,314,226,270,538,569,245,387,211,257,79,176,420,334,315,356,
0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,754,544,561,555,768,812,808,780,650,642,550,606,851,738,750,704,565,561,473,542,430,436,255,347,563,609,385,464,778,702,687,733,240,314,225,269,538,569,245,386,210,257,78,177,420,334,316,356,
0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,755,544,562,555,769,813,809,781,651,643,550,606,851,738,750,705,565,560,473,542,430,436,253,347,564,609,384,463,777,703,687,733,241,314,225,269,539,568,246,387,211,257,79,176,420,334,315,355,
0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,755,544,562,555,768,812,809,780,650,642,550,607,852,738,750,705,565,560,473,542,430,436,254,347,563,607,385,464,777,701,687,733,240,314,225,269,539,568,245,387,210,257,80,176,420,335,316,356,
0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,755,544,562,556,769,813,810,780,650,643,550,607,852,740,750,705,564,560,474,542,429,436,254,347,563,609,384,464,777,702,687,733,239,314,225,270,538,568,246,387,212,258,81,176,420,334,315,356,
0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,755,544,561,556,767,812,808,779,649,642,550,607,851,738,750,704,564,560,474,543,430,436,254,347,563,609,385,464,776,701,687,733,240,314,225,270,539,568,245,387,210,256,79,177,420,334,315,356,
0,0,0,0,0,1,0,0,0,0,2,0,0,3,0,0,755,544,562,555,768,812,809,779,650,643,550,607,852,738,752,705,565,560,474,542,429,436,254,346,563,609,384,464,777,702,688,733,240,314,225,268,538,569,245,387,211,258,80,176,419,334,315,356,
0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,755,544,562,555,768,813,808,779,650,642,550,606,852,738,750,705,565,560,474,542,429,436,253,347,563,609,385,464,778,701,686,731,241,314,225,270,538,568,245,386,210,257,79,177,420,334,316,356,
