420,185,149,red
410,204,144,red
400,221,139,red
390,234,134,red
381,225,129,red
372,219,125,red
363,213,121,red
327,193,132,red
339,197,243,red
335,195,268,red
328,191,248,red
321,187,232,red
342,183,220,red
360,180,209,red
377,175,199,red
391,172,190,red
404,169,182,red
416,166,175,red
427,163,168,red
438,160,162,red
434,156,156,red
423,178,150,red
413,197,145,red
402,215,140,red
393,231,135,red
384,227,131,red
375,221,127,red
366,215,123,red
358,209,118,red
349,204,227,red
341,199,279,red
333,194,255,red
325,190,238,red
339,186,224,red
357,182,213,red
374,178,202,red
389,174,193,red
402,170,185,red
414,167,177,red
426,164,170,red
436,161,163,red
437,157,157,red
425,175,151,red
415,194,146,red
404,213,141,red
395,229,136,red
386,229,132,red
377,222,127,red
368,216,124,red
359,211,119,red
351,205,202,red
343,200,285,red
335,196,260,red
327,191,242,red
334,187,228,red
354,183,216,red
370,179,205,red
385,175,195,red
399,172,186,red
412,168,180,red
422,165,173,red
432,162,166,red
441,159,160,red
431,164,154,red
420,185,149,red
410,204,143,red
400,221,138,red
390,234,134,red
381,226,130,red
372,219,125,red
363,213,122,red
355,207,152,red
346,202,255,red
338,197,270,red
331,193,249,red
325,189,234,red
346,185,221,red
364,181,209,red
380,177,199,red
394,173,190,red
407,170,182,red
418,166,175,red
428,163,169,red
438,160,162,red
435,157,156,red
424,179,150,red
413,198,145,red
403,216,140,red
393,232,135,red
384,228,131,red
375,221,127,red
366,215,123,red
358,209,119,red
350,205,219,red
342,199,282,red
334,195,257,red
326,191,239,red
338,186,225,red
356,182,214,red
373,179,203,red
388,175,194,red
401,171,185,red
414,167,178,red
424,165,172,red
433,161,165,red
441,158,159,red
429,168,153,red
419,187,148,red
409,206,143,red
399,223,138,red
389,233,133,red
380,225,129,red
371,219,125,red
363,213,121,red
354,207,152,red
346,202,255,red
338,198,269,red
331,193,249,red
325,189,234,red
346,185,220,red
364,180,209,red
379,177,199,red
394,173,190,red
407,170,182,red
418,166,174,red
429,162,167,red
439,160,162,red
434,158,156,red
423,180,150,red
413,199,144,red
402,217,140,red
392,233,135,red
383,227,131,red
374,221,127,red
366,215,123,red
357,209,118,red
349,204,227,red
341,199,279,red
334,194,255,red
326,190,238,red
339,186,225,red
358,182,213,red
374,178,202,red
389,174,193,red
402,171,184,red
415,167,177,red
425,164,170,red
435,161,163,red
438,158,158,red
427,173,152,red
416,193,146,red
405,211,142,red
396,228,137,red
386,230,132,red
378,223,128,red
368,217,124,red
360,211,120,red
352,206,193,red
344,200,279,red
336,196,262,red
328,192,244,red
333,187,229,red
352,183,216,red
369,179,206,red
384,176,196,red
398,172,187,red
411,169,180,red
421,165,173,red
431,162,167,red
440,159,160,red
432,162,154,red
421,184,149,red
410,204,143,red
400,221,139,red
390,234,134,red
381,226,130,red
372,219,125,red
363,213,122,red
355,208,139,red
347,203,249,red
339,198,272,red
331,193,251,red
324,189,235,red
344,185,222,red
362,181,210,red
378,177,200,red
393,173,191,red
406,170,183,red
418,166,175,red
428,163,168,red
438,160,162,red
435,157,156,red
424,179,151,red
413,198,145,red
403,215,140,red
393,232,135,red
384,228,131,red
375,221,127,red
367,215,123,red
358,209,119,red
350,204,219,red
342,199,282,red
334,195,257,red
327,190,240,red
338,186,226,red
356,183,214,red
373,178,204,red
388,175,194,red
401,171,185,red
414,168,178,red
424,164,171,red
434,161,164,red
439,158,158,red
427,172,152,red
417,192,147,red
406,210,142,red
397,227,137,red
387,231,133,red
378,223,128,red
369,217,124,red
361,212,120,red
352,206,184,red
344,201,274,red
336,196,263,red
329,192,245,red
331,188,230,red
350,184,218,red
368,180,207,red
383,176,197,red
397,172,188,red
410,169,181,red
420,166,173,red
431,162,167,red
440,159,160,red
432,162,155,red
422,182,149,red
412,201,144,red
401,218,140,red
391,235,134,red
382,226,130,red
373,220,126,red
364,214,122,red
356,208,126,red
347,203,242,red
340,198,275,red
332,194,252,red
324,190,236,red
343,185,223,red
361,181,212,red
377,177,201,red
391,174,192,red
404,170,183,red
416,167,176,red
427,163,169,red
438,160,162,red
436,157,157,red
425,177,151,red
414,197,145,red
404,214,141,red
394,231,136,red
385,229,132,red
376,222,127,red
367,216,123,red
359,210,119,red
350,205,211,red
342,200,286,red
335,195,258,red
327,191,241,red
336,187,226,red
355,182,215,red
371,179,204,red
387,175,194,red
400,171,186,red
413,168,178,red
424,164,171,red
434,161,165,red
440,158,159,red
428,170,153,red
418,190,147,red
407,209,142,red
398,225,137,red
388,231,133,red
379,224,128,red
370,218,125,red
361,212,120,red
353,206,174,red
345,202,268,red
337,197,266,red
